Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Post-traumatic stress disorder 	Hyperplastic polyps 2	309	211	mental disorders	neoplasms	#805462	#FFB6AD	Post-traumatic stress disorder	Hyperplastic polyps	-0.0663675694937756	4.45502337594741e-07	8.89962566626151e-07	FALSE	FALSE	TRUE	FALSE	4352	211 _ 309	FALSE	FALSE
Hyperplastic polyps 2	Hyperplastic polyps 3	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Hyperplastic polyps	0.98628638200532	0	0	FALSE	FALSE	FALSE	FALSE	4353	211 _ 211	FALSE	FALSE
Asthma 3	Hyperplastic polyps 2	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.125983479368252	1.5865270740979e-29	6.49048173322415e-29	TRUE	FALSE	FALSE	FALSE	4354	211 _ 493	TRUE	TRUE
Prostate cancer 	Hyperplastic polyps 4	185	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Prostate cancer	Hyperplastic polyps	0.244975318734775	2.36349551716348e-75	1.87104998588816e-74	FALSE	FALSE	FALSE	FALSE	4355	185 _ 211	FALSE	TRUE
Borrelia burgdorferi infection 	Hyperplastic polyps 1	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Hyperplastic polyps	0.0442653181623961	0.000121460450916729	0.000209193209506749	FALSE	FALSE	FALSE	FALSE	4356	88 _ 211	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 1	Hyperplastic polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.207892116789959	6.47045063682718e-43	3.3460541958202e-42	TRUE	FALSE	FALSE	FALSE	4357	211 _ 359	TRUE	TRUE
Borrelia burgdorferi infection 1	Hyperplastic polyps 1	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Hyperplastic polyps	0.0343086919452454	0.00158662342803865	0.00249732013628674	FALSE	FALSE	FALSE	FALSE	4358	88 _ 211	TRUE	TRUE
Huntington's disease 	Hyperplastic polyps 3	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Hyperplastic polyps	-0.0657536717273496	7.94098252678038e-08	1.65064162613704e-07	FALSE	FALSE	TRUE	FALSE	4359	211 _ 333	FALSE	FALSE
Hyperplastic polyps 	Hyperplastic polyps 2	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Hyperplastic polyps	0.992527745421362	0	0	FALSE	FALSE	TRUE	TRUE	4360	211 _ 211	FALSE	FALSE
Crohn's disease 1	Hyperplastic polyps 1	555	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Crohn's disease	Hyperplastic polyps	-0.065030406834485	3.56078706268789e-12	8.94590557580858e-12	FALSE	FALSE	TRUE	FALSE	4361	211 _ 555	FALSE	FALSE
Familial pulmonary arterial hypertension 	Hyperplastic polyps 2	416	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Familial pulmonary arterial hypertension	Hyperplastic polyps	0.221150025510237	6.37329936110724e-65	4.42289022704896e-64	TRUE	TRUE	FALSE	FALSE	4362	211 _ 416	TRUE	TRUE
Colorectal cancer 2	Hyperplastic polyps 2	153	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Colorectal cancer	Hyperplastic polyps	0.060868313427605	1.42045590530098e-06	2.7619851367794e-06	TRUE	FALSE	FALSE	FALSE	4363	153 _ 211	TRUE	TRUE
Rheumatoid arthritis 	Hyperplastic polyps 1	714	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Rheumatoid arthritis	Hyperplastic polyps	-0.217325044035584	7.8974717344593e-47	4.31401582372814e-46	FALSE	FALSE	TRUE	FALSE	4364	211 _ 714	FALSE	FALSE
Prostate cancer 	Hyperplastic polyps 2	185	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Prostate cancer	Hyperplastic polyps	0.265015322167344	1.96275448349003e-93	1.91578523990731e-92	FALSE	FALSE	FALSE	FALSE	4365	185 _ 211	FALSE	TRUE
Post-traumatic stress disorder 	Hyperplastic polyps 3	309	211	mental disorders	neoplasms	#805462	#FFB6AD	Post-traumatic stress disorder	Hyperplastic polyps	-0.084478841925619	9.42124393308851e-09	2.05327110346398e-08	FALSE	FALSE	TRUE	FALSE	4366	211 _ 309	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 5	Hyperplastic polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.190075238554141	4.9421294214168e-36	2.26393269665348e-35	TRUE	FALSE	FALSE	FALSE	4367	211 _ 359	TRUE	TRUE
Autism 1	Hyperplastic polyps 2	299	211	mental disorders	neoplasms	#805462	#FFB6AD	Autism	Hyperplastic polyps	0.0698909496807948	1.0360347812544e-07	2.14269248413226e-07	FALSE	FALSE	FALSE	FALSE	4368	211 _ 299	TRUE	TRUE
Borrelia burgdorferi infection 1	Hyperplastic polyps 4	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Hyperplastic polyps	-0.0282974951233744	0.00661942002802052	0.00985949406350143	FALSE	FALSE	TRUE	FALSE	4369	88 _ 211	FALSE	FALSE
Hyperplastic polyps 	Hyperplastic polyps 1	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Hyperplastic polyps	0.984679854728139	0	0	FALSE	FALSE	TRUE	TRUE	4370	211 _ 211	FALSE	FALSE
Ulcer 	Hyperplastic polyps 1	569	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcer	Hyperplastic polyps	0.138987803628654	3.69904537837233e-34	1.64731890711462e-33	TRUE	TRUE	FALSE	FALSE	4371	211 _ 569	TRUE	TRUE
Coeliac disease 2	Hyperplastic polyps 4	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Hyperplastic polyps	0.176939956409447	5.45598464220638e-43	2.82262993795457e-42	TRUE	FALSE	FALSE	FALSE	4372	211 _ 579	TRUE	TRUE
Cardiomyopathy 	Hyperplastic polyps 1	425	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Cardiomyopathy	Hyperplastic polyps	-0.201578615016277	2.41853097171448e-41	1.21647466351895e-40	FALSE	FALSE	TRUE	FALSE	4373	211 _ 425	FALSE	FALSE
Lymphocytic colitis 	Hyperplastic polyps 	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.31845379037515	1.21554502475282e-101	1.31112816242602e-100	FALSE	FALSE	FALSE	FALSE	4374	211 _ 558	FALSE	FALSE
Papillary thyroid cancer 3	Hyperplastic polyps 2	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Hyperplastic polyps	0.215039229709964	8.65049100309528e-75	6.80873790262797e-74	FALSE	FALSE	FALSE	FALSE	4375	193 _ 211	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 4	Hyperplastic polyps 4	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.172862492882807	7.54802502802968e-38	3.5787749151374e-37	TRUE	FALSE	FALSE	FALSE	4376	211 _ 359	TRUE	TRUE
Ulcer 	Hyperplastic polyps 2	569	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcer	Hyperplastic polyps	0.120195308652531	1.99396742171019e-29	8.14649774481796e-29	TRUE	TRUE	FALSE	FALSE	4377	211 _ 569	TRUE	TRUE
Myotonic dystrophy 	Hyperplastic polyps 4	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Myotonic dystrophy	Hyperplastic polyps	0.383995185525625	3.87253012746354e-191	8.16812090926298e-190	TRUE	TRUE	FALSE	FALSE	4378	211 _ 359	TRUE	TRUE
Ulcer 	Hyperplastic polyps 3	569	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcer	Hyperplastic polyps	0.151012479272212	1.79253020015221e-41	9.03083313107357e-41	TRUE	TRUE	FALSE	FALSE	4379	211 _ 569	TRUE	TRUE
Kaposi's sarcoma 1	Hyperplastic polyps 4	176	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Kaposi's sarcoma	Hyperplastic polyps	-0.0290597215802858	0.0158031990679048	0.0226511294063826	FALSE	FALSE	TRUE	FALSE	4380	176 _ 211	FALSE	FALSE
Amyotrophic lateral sclerosis 	Idiopathic pulmonary fibrosis 1	335	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Amyotrophic lateral sclerosis	Idiopathic pulmonary fibrosis	0.0938152245268284	8.99007665070539e-17	2.64611145002124e-16	FALSE	FALSE	FALSE	FALSE	4381	335 _ 516	FALSE	FALSE
Glioblastoma 	Idiopathic pulmonary fibrosis 2	191	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Glioblastoma	Idiopathic pulmonary fibrosis	0.0809279409359625	8.69822220226503e-19	2.73677397413795e-18	FALSE	FALSE	FALSE	FALSE	4382	191 _ 516	TRUE	TRUE
Adenomatous polyps 	Idiopathic pulmonary fibrosis 1	211	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Adenomatous polyps	Idiopathic pulmonary fibrosis	0.134172035616263	1.87575321491143e-34	8.38676156126281e-34	TRUE	TRUE	FALSE	FALSE	4383	211 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 5	Idiopathic pulmonary fibrosis 2	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.150589495162192	3.22795321244366e-38	1.54056286985203e-37	TRUE	FALSE	FALSE	FALSE	4384	359 _ 516	TRUE	TRUE
Huntington's disease 	Idiopathic pulmonary fibrosis 1	333	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Huntington's disease	Idiopathic pulmonary fibrosis	0.0229887868387584	0.0269212965076322	0.0374919763008494	TRUE	TRUE	TRUE	FALSE	4385	333 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 	Idiopathic pulmonary fibrosis 2	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.163915752469065	4.73049791978902e-45	2.52470855181807e-44	TRUE	TRUE	FALSE	FALSE	4386	359 _ 516	TRUE	TRUE
Chronic lymphocytic leukemia 2	Idiopathic pulmonary fibrosis 2	204	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Chronic lymphocytic leukemia	Idiopathic pulmonary fibrosis	-0.10252964524507	6.22783365918652e-20	2.02252715565145e-19	FALSE	FALSE	TRUE	FALSE	4387	204 _ 516	FALSE	FALSE
Adenomatous polyps 	Idiopathic pulmonary fibrosis 2	211	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Adenomatous polyps	Idiopathic pulmonary fibrosis	0.0965611800093053	1.65276702766339e-17	4.98623175281842e-17	TRUE	TRUE	FALSE	FALSE	4388	211 _ 516	TRUE	TRUE
Asthma 	Idiopathic pulmonary fibrosis 1	493	516	diseases of the respiratory system	diseases of the respiratory system	#00619C	#00619C	Asthma	Idiopathic pulmonary fibrosis	-0.0607626641576319	2.28530684255091e-08	4.89062016791906e-08	FALSE	FALSE	TRUE	FALSE	4389	493 _ 516	FALSE	FALSE
Lung cancer 	Idiopathic pulmonary fibrosis 1	162	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Lung cancer	Idiopathic pulmonary fibrosis	0.400916116648233	0	0	TRUE	TRUE	FALSE	FALSE	4390	162 _ 516	TRUE	TRUE
Systemic lupus erythematosus 	Idiopathic pulmonary fibrosis 1	710	516	diseases of the musculoskeletal system and connective tissue	diseases of the respiratory system	#969A52	#00619C	Systemic lupus erythematosus	Idiopathic pulmonary fibrosis	0.180011011665276	5.23784298075729e-58	3.29855571763642e-57	TRUE	TRUE	FALSE	FALSE	4391	516 _ 710	TRUE	TRUE
Crohn's disease 1	Idiopathic pulmonary fibrosis 2	555	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Crohn's disease	Idiopathic pulmonary fibrosis	-0.062780525010261	1.68439504931717e-12	4.28243100464167e-12	FALSE	FALSE	TRUE	FALSE	4392	516 _ 555	FALSE	FALSE
Liver cancer 	Idiopathic pulmonary fibrosis 2	155	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Liver cancer	Idiopathic pulmonary fibrosis	0.141788729873313	6.15077696582498e-50	3.50116777564843e-49	FALSE	FALSE	TRUE	FALSE	4393	155 _ 516	FALSE	TRUE
Facioscapulohumeral muscular dystrophy 2	Idiopathic pulmonary fibrosis 2	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.182786043812345	9.08511909543789e-56	5.55662845171817e-55	TRUE	FALSE	FALSE	FALSE	4394	359 _ 516	TRUE	TRUE
Ulcer 	Idiopathic pulmonary fibrosis 2	569	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Ulcer	Idiopathic pulmonary fibrosis	0.065350760689115	9.14509299519044e-11	2.17553602770869e-10	TRUE	TRUE	FALSE	FALSE	4395	516 _ 569	TRUE	TRUE
Myotonic dystrophy 	Idiopathic pulmonary fibrosis 2	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Myotonic dystrophy	Idiopathic pulmonary fibrosis	0.0351571110995707	0.00268780113455966	0.0041572494193252	TRUE	TRUE	FALSE	FALSE	4396	359 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 2	Idiopathic pulmonary fibrosis 1	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.221081241715382	2.81725733841541e-87	2.55921651140126e-86	TRUE	FALSE	TRUE	FALSE	4397	359 _ 516	TRUE	TRUE
Familial dysautonomia 	Idiopathic pulmonary fibrosis 1	742	516	congenital anomalies	diseases of the respiratory system	#AEC6CC	#00619C	Familial dysautonomia	Idiopathic pulmonary fibrosis	0.237668043284054	2.69104815141022e-108	3.07213448832911e-107	FALSE	FALSE	FALSE	FALSE	4398	516 _ 742	TRUE	TRUE
Cardiomyopathy 	Idiopathic pulmonary fibrosis 1	425	516	diseases of the circulatory system	diseases of the respiratory system	#DD3232	#00619C	Cardiomyopathy	Idiopathic pulmonary fibrosis	-0.175938045401981	7.87596207016622e-56	4.81947842922541e-55	FALSE	FALSE	TRUE	FALSE	4399	425 _ 516	FALSE	FALSE
Crohn's disease 2	Idiopathic pulmonary fibrosis 2	555	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Crohn's disease	Idiopathic pulmonary fibrosis	-0.0340212440963246	0.000198434613361732	0.000336682860522013	FALSE	FALSE	TRUE	FALSE	4400	516 _ 555	FALSE	FALSE
Human immunodeficiency virus infection 	Idiopathic pulmonary fibrosis 1	42	516	infectious and parasitic diseases	diseases of the respiratory system	#A1CE5E	#00619C	Human immunodeficiency virus infection	Idiopathic pulmonary fibrosis	-0.0958256172193796	1.9544426267517e-17	5.87764264558774e-17	FALSE	FALSE	TRUE	FALSE	4401	42 _ 516	FALSE	FALSE
Prostate cancer 	Idiopathic pulmonary fibrosis 1	185	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Prostate cancer	Idiopathic pulmonary fibrosis	0.266170456608199	4.5200490909302e-127	6.14547071766868e-126	FALSE	FALSE	TRUE	FALSE	4402	185 _ 516	FALSE	TRUE
Lymphocytic colitis 	Idiopathic pulmonary fibrosis 1	558	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Lymphocytic colitis	Idiopathic pulmonary fibrosis	0.142053267729361	1.43559182194187e-36	6.64797746717293e-36	TRUE	TRUE	FALSE	FALSE	4403	516 _ 558	TRUE	TRUE
Smoker 	Idiopathic pulmonary fibrosis 2	305	516	mental disorders	diseases of the respiratory system	#805462	#00619C	Smoker	Idiopathic pulmonary fibrosis	-0.061545820242217	7.36617638339242e-08	1.53323015698932e-07	FALSE	FALSE	TRUE	FALSE	4404	305 _ 516	FALSE	FALSE
Colorectal cancer 	Idiopathic pulmonary fibrosis 1	153	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Colorectal cancer	Idiopathic pulmonary fibrosis	0.0370357751296877	0.000794279246823404	0.00128112239915814	FALSE	FALSE	FALSE	FALSE	4405	153 _ 516	FALSE	TRUE
Chronic lymphocytic leukemia 2	Idiopathic pulmonary fibrosis 1	204	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Chronic lymphocytic leukemia	Idiopathic pulmonary fibrosis	-0.141373704948028	1.02335090686628e-38	4.92407674639797e-38	FALSE	FALSE	TRUE	FALSE	4406	204 _ 516	FALSE	FALSE
Familial pulmonary arterial hypertension 	Idiopathic pulmonary fibrosis 1	416	516	diseases of the circulatory system	diseases of the respiratory system	#DD3232	#00619C	Familial pulmonary arterial hypertension	Idiopathic pulmonary fibrosis	0.188785741648892	1.01284570706333e-63	6.91204067568208e-63	TRUE	TRUE	TRUE	FALSE	4407	416 _ 516	TRUE	TRUE
Multiple sclerosis 	Idiopathic pulmonary fibrosis 2	340	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Multiple sclerosis	Idiopathic pulmonary fibrosis	0.112934825380878	1.48210883117686e-22	5.11963448750325e-22	FALSE	FALSE	FALSE	FALSE	4408	340 _ 516	FALSE	FALSE
Alagille syndrome 	Idiopathic pulmonary fibrosis 1	759	516	congenital anomalies	diseases of the respiratory system	#AEC6CC	#00619C	Alagille syndrome	Idiopathic pulmonary fibrosis	-0.222626391931592	1.66497118829758e-88	1.53741492484629e-87	FALSE	FALSE	TRUE	FALSE	4409	516 _ 759	FALSE	FALSE
Ulcerative colitis 1	Idiopathic pulmonary fibrosis 2	556	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Ulcerative colitis	Idiopathic pulmonary fibrosis	0.0913623336791986	2.54492241414666e-21	8.50470816534415e-21	TRUE	FALSE	FALSE	FALSE	4410	516 _ 556	TRUE	TRUE
Lymphocytic colitis 	Idiopathic pulmonary fibrosis 2	558	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Lymphocytic colitis	Idiopathic pulmonary fibrosis	0.127335369806572	1.01366329866088e-27	3.97273449344724e-27	TRUE	TRUE	FALSE	FALSE	4411	516 _ 558	TRUE	TRUE
Huntington's disease 2	Idiopathic pulmonary fibrosis 2	333	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Huntington's disease	Idiopathic pulmonary fibrosis	0.0288732693228729	0.00596808310064484	0.00891845779858585	TRUE	FALSE	TRUE	FALSE	4412	333 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 5	Idiopathic pulmonary fibrosis 1	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.183984446337668	1.47121379408748e-60	9.57844160442365e-60	TRUE	FALSE	FALSE	FALSE	4413	359 _ 516	TRUE	TRUE
Chronic lymphocytic leukemia 	Idiopathic pulmonary fibrosis 2	204	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Chronic lymphocytic leukemia	Idiopathic pulmonary fibrosis	-0.124551920557401	3.17929633987135e-28	1.26330878433985e-27	FALSE	FALSE	TRUE	FALSE	4414	204 _ 516	FALSE	FALSE
Parkinson's disease 	Idiopathic pulmonary fibrosis 2	332	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Parkinson's disease	Idiopathic pulmonary fibrosis	-0.0309212785851954	0.00229346113655814	0.00356792804750229	FALSE	FALSE	TRUE	FALSE	4415	332 _ 516	FALSE	FALSE
Huntington's disease 2	Idiopathic pulmonary fibrosis 1	333	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Huntington's disease	Idiopathic pulmonary fibrosis	0.0392723402549635	0.000130058419810638	0.000223345826742986	TRUE	FALSE	TRUE	FALSE	4416	333 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 1	Idiopathic pulmonary fibrosis 2	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Facioscapulohumeral muscular dystrophy	Idiopathic pulmonary fibrosis	0.174332162336477	8.15249369315967e-51	4.68606707010456e-50	TRUE	FALSE	FALSE	FALSE	4417	359 _ 516	TRUE	TRUE
Chronic obstructive pulmonary disease 	Idiopathic pulmonary fibrosis 2	496	516	diseases of the respiratory system	diseases of the respiratory system	#00619C	#00619C	Chronic obstructive pulmonary disease	Idiopathic pulmonary fibrosis	0.185118522150522	9.59075342970231e-89	8.89600156227959e-88	TRUE	TRUE	FALSE	FALSE	4418	496 _ 516	TRUE	TRUE
Ulcerative colitis 	Idiopathic pulmonary fibrosis 	556	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Ulcerative colitis	Idiopathic pulmonary fibrosis	0.0785783715514808	7.30454238750497e-16	2.08909573088661e-15	TRUE	TRUE	FALSE	FALSE	4419	516 _ 556	TRUE	TRUE
Friedreich's ataxia 	Idiopathic pulmonary fibrosis 2	334	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Friedreich's ataxia	Idiopathic pulmonary fibrosis	0.072556714994131	1.05399446776247e-11	2.59454513467188e-11	FALSE	FALSE	FALSE	FALSE	4420	334 _ 516	TRUE	TRUE
Muscular dystrophy 	Idiopathic pulmonary fibrosis 1	359	516	diseases of the nervous system and sense organs	diseases of the respiratory system	#985396	#00619C	Muscular dystrophy	Idiopathic pulmonary fibrosis	-0.0280017979875836	0.0132277932661715	0.0191468810167686	FALSE	FALSE	TRUE	FALSE	4421	359 _ 516	FALSE	FALSE
Idiopathic pulmonary fibrosis 	Idiopathic pulmonary fibrosis 1	516	516	diseases of the respiratory system	diseases of the respiratory system	#00619C	#00619C	Idiopathic pulmonary fibrosis	Idiopathic pulmonary fibrosis	0.995770513094336	0	0	FALSE	FALSE	TRUE	TRUE	4422	516 _ 516	FALSE	FALSE
Familial pulmonary arterial hypertension 	Idiopathic pulmonary fibrosis 2	416	516	diseases of the circulatory system	diseases of the respiratory system	#DD3232	#00619C	Familial pulmonary arterial hypertension	Idiopathic pulmonary fibrosis	0.149202259471491	1.53397869413104e-37	7.22583156952434e-37	TRUE	TRUE	FALSE	FALSE	4423	416 _ 516	TRUE	TRUE
Sessile serrated polyps 	Idiopathic pulmonary fibrosis 2	211	516	neoplasms	diseases of the respiratory system	#FFB6AD	#00619C	Sessile serrated polyps	Idiopathic pulmonary fibrosis	-0.0230669674296025	0.0315425921801933	0.0435292012632334	FALSE	FALSE	TRUE	FALSE	4424	211 _ 516	FALSE	FALSE
Coeliac disease 	Idiopathic pulmonary fibrosis 	579	516	diseases of the digestive system	diseases of the respiratory system	#FBAF5F	#00619C	Coeliac disease	Idiopathic pulmonary fibrosis	0.136087189835016	2.5336019021354e-28	1.00901740156818e-27	TRUE	TRUE	FALSE	FALSE	4425	516 _ 579	TRUE	TRUE
