Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Adenomatous polyps 1	Hyperplastic polyps 2	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Hyperplastic polyps	0.30536541315803	3.63036217458001e-141	5.48696948054927e-140	FALSE	FALSE	FALSE	FALSE	4261	211 _ 211	FALSE	FALSE
Rheumatoid arthritis 	Hyperplastic polyps 4	714	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Rheumatoid arthritis	Hyperplastic polyps	-0.315903549835299	1.16954261697539e-126	1.58138594466551e-125	FALSE	FALSE	TRUE	FALSE	4262	211 _ 714	FALSE	FALSE
Bipolar disorder 1	Hyperplastic polyps 2	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Hyperplastic polyps	-0.15533852042304	1.59020028265696e-32	6.86338019683548e-32	FALSE	FALSE	TRUE	FALSE	4263	211 _ 296	FALSE	FALSE
Lymphocytic colitis 	Hyperplastic polyps 1	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.390875389551039	6.28250052397773e-156	1.058657201838e-154	FALSE	FALSE	FALSE	FALSE	4264	211 _ 558	FALSE	FALSE
Ischemia 	Hyperplastic polyps 1	414	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Ischemia	Hyperplastic polyps	0.179525081908089	2.89070570808356e-32	1.24155205412041e-31	TRUE	TRUE	FALSE	FALSE	4265	211 _ 414	TRUE	TRUE
Coeliac disease 	Hyperplastic polyps 2	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Hyperplastic polyps	0.199617745562085	5.44165425098746e-53	3.20872652291352e-52	TRUE	TRUE	TRUE	FALSE	4266	211 _ 579	TRUE	TRUE
Lung cancer 	Hyperplastic polyps 1	162	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Lung cancer	Hyperplastic polyps	0.0266743926705168	0.00975967884738257	0.0142982545245074	FALSE	FALSE	FALSE	FALSE	4267	162 _ 211	FALSE	FALSE
Papillary thyroid cancer 2	Hyperplastic polyps 3	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Hyperplastic polyps	0.228381452633403	8.05689983780623e-69	5.86207278216758e-68	FALSE	FALSE	FALSE	FALSE	4268	193 _ 211	FALSE	FALSE
Muscular dystrophy 	Hyperplastic polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Muscular dystrophy	Hyperplastic polyps	-0.0869951570614594	3.52554552556052e-11	8.50688928185201e-11	FALSE	FALSE	TRUE	FALSE	4269	211 _ 359	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 2	Hyperplastic polyps 1	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.172612528484961	6.4048143086046e-30	2.64126222475365e-29	TRUE	FALSE	FALSE	FALSE	4270	211 _ 359	TRUE	TRUE
Huntington's disease 2	Hyperplastic polyps 4	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Hyperplastic polyps	-0.140695770340268	5.38510772560016e-35	2.42891823375843e-34	FALSE	FALSE	TRUE	FALSE	4271	211 _ 333	FALSE	FALSE
Human immunodeficiency virus infection 2	Hyperplastic polyps 1	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.167934251635307	9.06295071600859e-29	3.64470868167789e-28	FALSE	FALSE	TRUE	FALSE	4272	42 _ 211	FALSE	FALSE
Chronic obstructive pulmonary disease 	Hyperplastic polyps 4	496	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Chronic obstructive pulmonary disease	Hyperplastic polyps	-0.150026436735747	5.35165802508729e-54	3.21255962734041e-53	FALSE	FALSE	TRUE	FALSE	4273	211 _ 496	FALSE	FALSE
Eosinophilic esophagitis 	Hyperplastic polyps 4	530	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Eosinophilic esophagitis	Hyperplastic polyps	-0.200588661157977	6.31778395047902e-76	5.03054057543636e-75	FALSE	FALSE	TRUE	FALSE	4274	211 _ 530	FALSE	FALSE
Crohn's disease 2	Hyperplastic polyps 1	555	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Crohn's disease	Hyperplastic polyps	0.04841496296497	6.16355039262045e-07	1.22199603631577e-06	TRUE	FALSE	FALSE	FALSE	4275	211 _ 555	TRUE	TRUE
Asthma 1	Hyperplastic polyps 2	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.281030126704005	6.39687748601507e-123	8.3915587723891e-122	TRUE	FALSE	FALSE	FALSE	4276	211 _ 493	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 	Hyperplastic polyps 4	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.205206491831002	6.11584972814584e-53	3.60282338361074e-52	TRUE	TRUE	FALSE	FALSE	4277	211 _ 359	TRUE	TRUE
Cardiomyopathy 	Hyperplastic polyps 2	425	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Cardiomyopathy	Hyperplastic polyps	-0.315944464519663	3.66611954581461e-136	5.2879696212347e-135	FALSE	FALSE	TRUE	FALSE	4278	211 _ 425	FALSE	FALSE
Liver cancer 	Hyperplastic polyps 1	155	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Liver cancer	Hyperplastic polyps	0.0709664629390766	1.48085162884035e-11	3.62502590700625e-11	TRUE	TRUE	FALSE	FALSE	4279	155 _ 211	TRUE	TRUE
Adenomatous polyps 	Hyperplastic polyps 	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Hyperplastic polyps	0.374038152147868	1.93003274791115e-160	3.39630619839564e-159	FALSE	FALSE	FALSE	FALSE	4280	211 _ 211	FALSE	FALSE
Lymphocytic colitis 2	Hyperplastic polyps 3	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.300698701463897	6.97189907308638e-97	7.09750849440315e-96	FALSE	FALSE	TRUE	FALSE	4281	211 _ 558	FALSE	FALSE
Chronic obstructive pulmonary disease 2	Hyperplastic polyps 2	496	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Chronic obstructive pulmonary disease	Hyperplastic polyps	-0.265189497779049	3.8853713860649e-185	7.87171130485977e-184	FALSE	FALSE	TRUE	FALSE	4282	211 _ 496	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 1	Hyperplastic polyps 3	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.246850778983712	7.06220741139186e-65	4.89545700019836e-64	TRUE	FALSE	FALSE	FALSE	4283	211 _ 359	TRUE	TRUE
Bipolar disorder 	Hyperplastic polyps 4	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Hyperplastic polyps	-0.211428464945579	3.67581976153227e-56	2.25716589344738e-55	FALSE	FALSE	TRUE	FALSE	4284	211 _ 296	FALSE	FALSE
Ulcerative colitis 	Hyperplastic polyps 1	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Hyperplastic polyps	0.0480285649319969	4.25568269475225e-06	8.05617019117231e-06	TRUE	TRUE	FALSE	FALSE	4285	211 _ 556	TRUE	TRUE
Adenomatous polyps 2	Hyperplastic polyps 4	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Hyperplastic polyps	0.371197077260568	2.19220406055018e-248	5.69695561558166e-247	FALSE	FALSE	FALSE	FALSE	4286	211 _ 211	FALSE	FALSE
Hyperplastic polyps 	Hyperplastic polyps 4	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Hyperplastic polyps	0.993682888460983	0	0	FALSE	FALSE	TRUE	TRUE	4287	211 _ 211	FALSE	FALSE
Familial dysautonomia 	Hyperplastic polyps 3	742	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Familial dysautonomia	Hyperplastic polyps	0.0763036182482694	1.7845256981612e-08	3.84095536431061e-08	TRUE	TRUE	FALSE	FALSE	4288	211 _ 742	TRUE	TRUE
Human immunodeficiency virus infection 1	Hyperplastic polyps 1	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.123797380443114	8.97199020432653e-17	2.64185116923313e-16	FALSE	FALSE	TRUE	FALSE	4289	42 _ 211	FALSE	FALSE
Lymphocytic colitis 1	Hyperplastic polyps 1	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.411915403769219	1.28034985130192e-174	2.46042893421795e-173	FALSE	FALSE	TRUE	TRUE	4290	211 _ 558	FALSE	FALSE
Human immunodeficiency virus infection 	Hyperplastic polyps 	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.135721616692732	4.45169875203641e-19	1.41257148963381e-18	FALSE	FALSE	FALSE	FALSE	4291	42 _ 211	FALSE	FALSE
Coeliac disease 1	Hyperplastic polyps 4	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Hyperplastic polyps	0.131653473274054	1.10938460166007e-22	3.84724085677046e-22	TRUE	FALSE	FALSE	FALSE	4292	211 _ 579	TRUE	TRUE
Huntington's disease 2	Hyperplastic polyps 1	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Hyperplastic polyps	-0.0792660546342513	8.28792827417572e-11	1.97429318277502e-10	FALSE	FALSE	TRUE	FALSE	4293	211 _ 333	FALSE	FALSE
Down syndrome 	Hyperplastic polyps 3	758	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Down syndrome	Hyperplastic polyps	0.159505928735009	9.56532296989135e-28	3.75240918290196e-27	FALSE	FALSE	FALSE	FALSE	4294	211 _ 758	FALSE	FALSE
Keratoconus 	Hyperplastic polyps 2	371	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Keratoconus	Hyperplastic polyps	-0.292630663720148	2.03928387943157e-114	2.49205345504347e-113	FALSE	FALSE	TRUE	FALSE	4295	211 _ 371	FALSE	FALSE
Lymphocytic colitis 1	Hyperplastic polyps 2	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.286258621055748	2.32751150380986e-109	2.68197256351075e-108	FALSE	FALSE	TRUE	FALSE	4296	211 _ 558	FALSE	FALSE
Asthma 	Hyperplastic polyps 3	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.248278910397989	2.42868924215531e-78	1.98254433962022e-77	TRUE	TRUE	FALSE	FALSE	4297	211 _ 493	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 1	Hyperplastic polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.254556158962561	4.14156751759703e-86	3.69679917983769e-85	TRUE	FALSE	FALSE	FALSE	4298	211 _ 359	TRUE	TRUE
Asthma 2	Hyperplastic polyps 4	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.100821665677521	7.70925863875427e-15	2.13543170479368e-14	TRUE	FALSE	FALSE	FALSE	4299	211 _ 493	TRUE	TRUE
Keratoconus 	Hyperplastic polyps 4	371	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Keratoconus	Hyperplastic polyps	-0.274383418817219	8.51608672330405e-95	8.45295376774048e-94	FALSE	FALSE	TRUE	FALSE	4300	211 _ 371	FALSE	FALSE
Papillary thyroid cancer 2	Hyperplastic polyps 1	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Hyperplastic polyps	0.180927419287774	3.22977509009607e-41	1.62120495353722e-40	FALSE	FALSE	FALSE	FALSE	4301	193 _ 211	FALSE	FALSE
Idiopathic pulmonary fibrosis 2	Hyperplastic polyps 1	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Hyperplastic polyps	0.0491351644067129	1.57721877325262e-06	3.06100218196405e-06	TRUE	FALSE	FALSE	FALSE	4302	211 _ 516	TRUE	TRUE
Papillary thyroid cancer 	Hyperplastic polyps 1	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Hyperplastic polyps	0.187337293472049	3.22350810650481e-43	1.67399548296485e-42	FALSE	FALSE	FALSE	FALSE	4303	193 _ 211	FALSE	FALSE
Eosinophilic esophagitis 	Hyperplastic polyps 2	530	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Eosinophilic esophagitis	Hyperplastic polyps	-0.210987682746924	1.92398838602162e-86	1.72612446751743e-85	FALSE	FALSE	TRUE	FALSE	4304	211 _ 530	FALSE	FALSE
Human immunodeficiency virus infection 1	Hyperplastic polyps 3	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.110026345851347	1.97810878212196e-14	5.39914557460189e-14	FALSE	FALSE	TRUE	FALSE	4305	42 _ 211	FALSE	FALSE
Asthma 2	Hyperplastic polyps 3	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.100261462240427	6.97355661957129e-13	1.79782901715946e-12	TRUE	FALSE	FALSE	FALSE	4306	211 _ 493	TRUE	TRUE
Bipolar disorder 4	Hyperplastic polyps 1	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Hyperplastic polyps	-0.194894249305762	7.89307897323659e-38	3.74093677538778e-37	FALSE	FALSE	TRUE	FALSE	4307	211 _ 296	FALSE	FALSE
Asthma 3	Hyperplastic polyps 4	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.142325711543139	4.63151099201967e-36	2.12243126486973e-35	TRUE	FALSE	FALSE	FALSE	4308	211 _ 493	TRUE	TRUE
Lymphocytic colitis 2	Hyperplastic polyps 1	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.374262674573107	3.5979279388576e-142	5.51921249699227e-141	FALSE	FALSE	TRUE	FALSE	4309	211 _ 558	FALSE	FALSE
Ulcerative colitis 1	Hyperplastic polyps 1	556	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Ulcerative colitis	Hyperplastic polyps	0.0629406283069386	3.088691090582e-09	6.88749037903495e-09	TRUE	FALSE	FALSE	FALSE	4310	211 _ 556	TRUE	TRUE
Muscular dystrophy 	Hyperplastic polyps 3	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Muscular dystrophy	Hyperplastic polyps	-0.0780708830143614	1.13301774238759e-07	2.33855773303121e-07	FALSE	FALSE	TRUE	FALSE	4311	211 _ 359	FALSE	FALSE
Lymphocytic colitis 1	Hyperplastic polyps 3	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.337223243391079	8.00005814705197e-123	1.04834804527007e-121	FALSE	FALSE	TRUE	FALSE	4312	211 _ 558	FALSE	FALSE
Papillary thyroid cancer 1	Hyperplastic polyps 4	193	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Papillary thyroid cancer	Hyperplastic polyps	0.213640512632317	6.66171187183751e-74	5.18376290823086e-73	FALSE	FALSE	FALSE	FALSE	4313	193 _ 211	FALSE	FALSE
Amyotrophic lateral sclerosis 2	Hyperplastic polyps 4	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Hyperplastic polyps	-0.0328385324473028	0.0148722934938532	0.0213990084402854	FALSE	FALSE	TRUE	FALSE	4314	211 _ 335	FALSE	FALSE
Sessile serrated polyps 	Hyperplastic polyps 3	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Sessile serrated polyps	Hyperplastic polyps	0.821785955905746	0	0	FALSE	FALSE	FALSE	FALSE	4315	211 _ 211	FALSE	FALSE
Down syndrome 1	Hyperplastic polyps 4	758	211	congenital anomalies	neoplasms	#AEC6CC	#FFB6AD	Down syndrome	Hyperplastic polyps	0.235684366549028	3.28042122967418e-70	2.4313013662531e-69	FALSE	FALSE	FALSE	FALSE	4316	211 _ 758	FALSE	FALSE
Amyotrophic lateral sclerosis 	Hyperplastic polyps 3	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Hyperplastic polyps	-0.213510245118472	1.23720021413565e-48	6.91148854318499e-48	FALSE	FALSE	TRUE	FALSE	4317	211 _ 335	FALSE	FALSE
Systemic lupus erythematosus 	Hyperplastic polyps 3	710	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Systemic lupus erythematosus	Hyperplastic polyps	0.161348970205291	3.11344420782527e-28	1.23754132791196e-27	TRUE	TRUE	FALSE	FALSE	4318	211 _ 710	TRUE	TRUE
Asthma 2	Hyperplastic polyps 1	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.0868849242631086	1.93763964767693e-09	4.35306313698422e-09	TRUE	FALSE	FALSE	FALSE	4319	211 _ 493	TRUE	TRUE
Borrelia burgdorferi infection 2	Hyperplastic polyps 1	88	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Borrelia burgdorferi infection	Hyperplastic polyps	0.0473775060345197	1.06338558906344e-05	1.96324695534825e-05	FALSE	FALSE	TRUE	FALSE	4320	88 _ 211	TRUE	TRUE
Amyotrophic lateral sclerosis 	Hyperplastic polyps 4	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Hyperplastic polyps	-0.170325808038915	8.57484273222251e-37	3.98885622264037e-36	FALSE	FALSE	TRUE	FALSE	4321	211 _ 335	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 5	Hyperplastic polyps 3	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.254824830114587	3.70763413510785e-69	2.7120330924144e-68	TRUE	FALSE	FALSE	FALSE	4322	211 _ 359	TRUE	TRUE
Multiple sclerosis 	Hyperplastic polyps 1	340	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Multiple sclerosis	Hyperplastic polyps	0.144126151111757	2.7659068618084e-22	9.48244940822598e-22	FALSE	FALSE	TRUE	FALSE	4323	211 _ 340	FALSE	FALSE
Bipolar disorder 	Hyperplastic polyps 1	296	211	mental disorders	neoplasms	#805462	#FFB6AD	Bipolar disorder	Hyperplastic polyps	-0.164171361557163	3.46912539242129e-27	1.34168560702812e-26	FALSE	FALSE	TRUE	FALSE	4324	211 _ 296	FALSE	FALSE
Colorectal cancer 5	Hyperplastic polyps 3	153	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Colorectal cancer	Hyperplastic polyps	0.0805516337037107	6.93023002847393e-09	1.51897817599185e-08	TRUE	FALSE	FALSE	FALSE	4325	153 _ 211	TRUE	TRUE
Coeliac disease 	Hyperplastic polyps 1	579	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Coeliac disease	Hyperplastic polyps	0.153083327759128	8.22754424888823e-24	2.94698720726389e-23	TRUE	TRUE	FALSE	FALSE	4326	211 _ 579	TRUE	TRUE
Asthma 4	Hyperplastic polyps 3	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.245540905041749	2.02998560366699e-75	1.60909669665186e-74	TRUE	FALSE	FALSE	FALSE	4327	211 _ 493	TRUE	TRUE
Asthma 2	Hyperplastic polyps 2	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.0795624733619911	3.13123730853131e-10	7.28021539571323e-10	TRUE	FALSE	FALSE	FALSE	4328	211 _ 493	TRUE	TRUE
Huntington's disease 	Hyperplastic polyps 	333	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Huntington's disease	Hyperplastic polyps	-0.0512927019087882	4.02641577995814e-05	7.15175047981605e-05	FALSE	FALSE	TRUE	FALSE	4329	211 _ 333	FALSE	FALSE
Parkinson's disease 	Hyperplastic polyps 1	332	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Parkinson's disease	Hyperplastic polyps	0.18548762693671	3.63218623802337e-59	2.32060529460435e-58	FALSE	FALSE	FALSE	FALSE	4330	211 _ 332	FALSE	FALSE
Kaposi's sarcoma 2	Hyperplastic polyps 4	176	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Kaposi's sarcoma	Hyperplastic polyps	0.0414285191313096	0.000233039086592936	0.000393067981466765	TRUE	FALSE	TRUE	FALSE	4331	176 _ 211	TRUE	TRUE
Idiopathic pulmonary fibrosis 	Hyperplastic polyps 4	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Hyperplastic polyps	0.110700296879054	1.00614536496632e-27	3.94452533598189e-27	TRUE	TRUE	FALSE	FALSE	4332	211 _ 516	TRUE	TRUE
Facioscapulohumeral muscular dystrophy 4	Hyperplastic polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.192424719056608	2.68268823352251e-49	1.51306564379717e-48	TRUE	FALSE	TRUE	FALSE	4333	211 _ 359	TRUE	TRUE
Amyotrophic lateral sclerosis 	Hyperplastic polyps 2	335	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Amyotrophic lateral sclerosis	Hyperplastic polyps	-0.218189362168946	3.18041126918777e-63	2.14429699035878e-62	FALSE	FALSE	TRUE	FALSE	4334	211 _ 335	FALSE	FALSE
Facioscapulohumeral muscular dystrophy 2	Hyperplastic polyps 2	359	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Facioscapulohumeral muscular dystrophy	Hyperplastic polyps	0.2414201002573	2.21076578569827e-77	1.78454868599157e-76	TRUE	FALSE	FALSE	FALSE	4335	211 _ 359	TRUE	TRUE
Asthma 5	Hyperplastic polyps 3	493	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Asthma	Hyperplastic polyps	0.318488318485036	3.02782325898409e-156	5.12317677255027e-155	TRUE	FALSE	TRUE	FALSE	4336	211 _ 493	TRUE	TRUE
Adenomatous polyps 1	Hyperplastic polyps 3	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Hyperplastic polyps	0.30247142371692	1.46922799137906e-116	1.8410936315165e-115	FALSE	FALSE	FALSE	FALSE	4337	211 _ 211	FALSE	FALSE
Autism 1	Hyperplastic polyps 4	299	211	mental disorders	neoplasms	#805462	#FFB6AD	Autism	Hyperplastic polyps	0.0371194955451846	0.00608074117898031	0.0090824020665308	FALSE	FALSE	FALSE	FALSE	4338	211 _ 299	TRUE	TRUE
Autism 	Hyperplastic polyps 2	299	211	mental disorders	neoplasms	#805462	#FFB6AD	Autism	Hyperplastic polyps	0.0619107365514052	2.4680287334585e-06	4.74573492643487e-06	FALSE	FALSE	FALSE	FALSE	4339	211 _ 299	TRUE	TRUE
Chronic lymphocytic leukemia 1	Hyperplastic polyps 1	204	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Chronic lymphocytic leukemia	Hyperplastic polyps	-0.036886537248109	0.00807523591497753	0.0119441349664617	FALSE	FALSE	TRUE	FALSE	4340	204 _ 211	FALSE	FALSE
Human immunodeficiency virus infection 1	Hyperplastic polyps 2	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.103237455149013	1.38971632090322e-15	3.9425439062381e-15	FALSE	FALSE	TRUE	FALSE	4341	42 _ 211	FALSE	FALSE
Idiopathic pulmonary fibrosis 	Hyperplastic polyps 3	516	211	diseases of the respiratory system	neoplasms	#00619C	#FFB6AD	Idiopathic pulmonary fibrosis	Hyperplastic polyps	0.102421649781151	6.52587894497579e-23	2.27528380538386e-22	TRUE	TRUE	FALSE	FALSE	4342	211 _ 516	TRUE	TRUE
Colorectal cancer 4	Hyperplastic polyps 2	153	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Colorectal cancer	Hyperplastic polyps	0.02825738151864	0.0245748402815437	0.0343991912031881	TRUE	FALSE	FALSE	FALSE	4343	153 _ 211	TRUE	TRUE
Multiple sclerosis 	Hyperplastic polyps 4	340	211	diseases of the nervous system and sense organs	neoplasms	#985396	#FFB6AD	Multiple sclerosis	Hyperplastic polyps	0.147034644750363	1.09638005477369e-28	4.39909104713431e-28	FALSE	FALSE	TRUE	FALSE	4344	211 _ 340	FALSE	FALSE
Lymphocytic colitis 3	Hyperplastic polyps 4	558	211	diseases of the digestive system	neoplasms	#FBAF5F	#FFB6AD	Lymphocytic colitis	Hyperplastic polyps	-0.22684889425312	1.34780241939313e-64	9.29576159131275e-64	FALSE	FALSE	FALSE	FALSE	4345	211 _ 558	FALSE	FALSE
Adenomatous polyps 2	Hyperplastic polyps 3	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Adenomatous polyps	Hyperplastic polyps	0.440041790528984	0	0	FALSE	FALSE	FALSE	FALSE	4346	211 _ 211	FALSE	FALSE
Colorectal cancer 1	Hyperplastic polyps 4	153	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Colorectal cancer	Hyperplastic polyps	0.0732223886861229	1.49527068262935e-08	3.22739517585918e-08	TRUE	FALSE	FALSE	FALSE	4347	153 _ 211	TRUE	TRUE
Familial pulmonary arterial hypertension 	Hyperplastic polyps 1	416	211	diseases of the circulatory system	neoplasms	#DD3232	#FFB6AD	Familial pulmonary arterial hypertension	Hyperplastic polyps	0.249158337894619	1.89133128396469e-61	1.24986152123804e-60	TRUE	TRUE	TRUE	FALSE	4348	211 _ 416	TRUE	TRUE
Systemic lupus erythematosus 	Hyperplastic polyps 2	710	211	diseases of the musculoskeletal system and connective tissue	neoplasms	#969A52	#FFB6AD	Systemic lupus erythematosus	Hyperplastic polyps	0.159186064055413	4.26171661330725e-34	1.89652547842192e-33	TRUE	TRUE	FALSE	FALSE	4349	211 _ 710	TRUE	TRUE
Human immunodeficiency virus infection 2	Hyperplastic polyps 2	42	211	infectious and parasitic diseases	neoplasms	#A1CE5E	#FFB6AD	Human immunodeficiency virus infection	Hyperplastic polyps	-0.113451225519768	3.54742921437933e-18	1.09792042871167e-17	FALSE	FALSE	TRUE	FALSE	4350	42 _ 211	FALSE	FALSE
Hyperplastic polyps 2	Hyperplastic polyps 4	211	211	neoplasms	neoplasms	#FFB6AD	#FFB6AD	Hyperplastic polyps	Hyperplastic polyps	0.978299654177978	0	0	FALSE	FALSE	FALSE	FALSE	4351	211 _ 211	FALSE	FALSE
